,train,test
1,0.9878841685448541,0.5245057530352256
2,0.9999999999987059,0.10091163868390197
3,0.9999992849871248,0.2027864711728691
mean,0.9184862592802902,0.011762285459386429
std,0.006994872154409086,0.22110093906395173
