,train,test
1,0.9999375165801726,0.5304864791742707
2,0.9999999999989329,0.4495717083363036
3,0.9999999999999882,0.39437606902170674
mean,0.9999551002637437,0.007175661239383571
std,3.6074818945780284e-05,0.0684589931893624
