Diameter distribution(Å)
1.850035000000000096e+01,1.375264999999999915e+01,9.220330000000000581e+00,5.552190000000000403e+00,2.617599999999999927e+00,2.100340000000000096e+00,2.139650000000000052e+00,2.070759999999999934e+00,2.005030000000000090e+00,1.943519999999999914e+00,1.884849999999999914e+00,1.826160000000000005e+00,1.769150000000000000e+00,1.714169999999999972e+00,1.660789999999999988e+00,1.612759999999999971e+00,1.568349999999999911e+00,1.516089999999999938e+00,1.460509999999999975e+00,1.405540000000000012e+00,1.351900000000000102e+00,1.301350000000000007e+00,1.252480000000000038e+00,1.206830000000000069e+00,1.164279999999999982e+00,1.125820000000000043e+00,1.090510000000000090e+00,1.058119999999999949e+00,1.029360000000000053e+00,1.001290000000000013e+00,9.762699999999999712e-01,9.458100000000000396e-01,9.184400000000000341e-01,8.951200000000000268e-01,8.749900000000000455e-01,8.579599999999999449e-01,8.447700000000000209e-01,3.810600000000000098e-01,3.468499999999999917e-01,3.216499999999999915e-01,3.066200000000000037e-01,2.954200000000000159e-01,2.918000000000000038e-01,2.864599999999999924e-01,2.862299999999999844e-01,2.922600000000000198e-01,3.087400000000000144e-01,3.116599999999999926e-01,3.199600000000000222e-01,3.199799999999999867e-01,3.256299999999999750e-01,6.771700000000000497e-01,3.195800000000000196e+00,7.258530000000000371e+00,1.195363000000000042e+01,1.599989000000000061e+01,2.016809999999999903e+01
