Diameter distribution(Å)
1.832503000000000171e+01,1.355541999999999980e+01,9.084260000000000446e+00,5.457550000000000345e+00,2.581150000000000055e+00,1.997980000000000089e+00,2.054609999999999825e+00,2.007550000000000168e+00,1.961130000000000040e+00,1.918500000000000094e+00,1.876989999999999936e+00,1.839150000000000063e+00,1.803989999999999982e+00,1.771889999999999965e+00,1.742809999999999970e+00,1.716960000000000042e+00,1.694309999999999983e+00,1.674569999999999892e+00,1.657859999999999889e+00,1.645340000000000025e+00,1.634109999999999951e+00,1.619059999999999944e+00,1.605769999999999920e+00,1.595679999999999987e+00,1.590430000000000010e+00,1.583090000000000108e+00,1.579299999999999926e+00,1.573229999999999906e+00,1.571269999999999945e+00,1.543469999999999898e+00,1.536210000000000075e+00,1.539190000000000058e+00,1.541919999999999957e+00,1.517660000000000009e+00,1.519300000000000095e+00,1.516310000000000047e+00,1.526399999999999979e+00,1.543619999999999992e+00,1.569819999999999993e+00,1.584240000000000093e+00,1.607509999999999994e+00,1.603429999999999911e+00,1.603450000000000042e+00,1.607520000000000060e+00,1.615750000000000020e+00,1.627999999999999892e+00,1.645569999999999977e+00,1.668539999999999912e+00,1.696479999999999988e+00,1.696290000000000076e+00,1.704820000000000002e+00,1.690809999999999924e+00,1.681750000000000078e+00,1.654500000000000082e+00,1.629909999999999970e+00,1.615709999999999980e+00,1.604409999999999892e+00,1.592389999999999972e+00,1.583479999999999999e+00,1.580440000000000067e+00,1.580359999999999987e+00,1.582910000000000039e+00,1.588410000000000100e+00,1.597730000000000095e+00,1.609990000000000032e+00,1.629269999999999996e+00,1.651340000000000030e+00,1.650300000000000100e+00,1.644200000000000106e+00,1.635380000000000056e+00,1.632560000000000011e+00,1.627259999999999929e+00,1.625199999999999978e+00,1.589120000000000088e+00,1.630980000000000096e+00,1.649319999999999897e+00,1.671159999999999979e+00,1.685799999999999965e+00,1.700339999999999963e+00,1.700590000000000046e+00,1.702649999999999997e+00,1.707480000000000109e+00,1.715510000000000090e+00,1.720399999999999929e+00,1.727859999999999951e+00,1.735670000000000046e+00,1.746390000000000109e+00,1.758010000000000073e+00,1.772559999999999913e+00,1.782329999999999970e+00,1.791179999999999994e+00,1.807450000000000001e+00,1.827029999999999932e+00,1.848060000000000036e+00,1.871839999999999948e+00,1.900060000000000082e+00,1.930639999999999912e+00,1.965079999999999938e+00,2.002330000000000165e+00,2.039569999999999883e+00,2.079769999999999897e+00,2.126529999999999809e+00,2.175850000000000062e+00,2.226319999999999855e+00,2.278970000000000162e+00,2.335399999999999920e+00,2.392520000000000202e+00,2.451690000000000147e+00,2.513030000000000097e+00,2.575460000000000083e+00,2.639990000000000059e+00,2.708520000000000039e+00,2.778519999999999879e+00,2.848949999999999871e+00,2.920920000000000183e+00,2.995150000000000201e+00,3.070819999999999883e+00,3.145360000000000156e+00,3.220800000000000107e+00,3.296600000000000197e+00,3.373089999999999922e+00,3.451849999999999863e+00,3.530839999999999979e+00,3.457269999999999843e+00,4.189160000000000217e+00,7.002270000000000216e+00,1.065723000000000020e+01,1.466272999999999982e+01,1.847438000000000002e+01
