Diameter distribution(Å)
1.173263000000000034e+01,9.649459999999999482e+00,8.154840000000000089e+00,7.033409999999999940e+00,6.850439999999999863e+00,6.770369999999999777e+00,6.690730000000000288e+00,6.612160000000000259e+00,6.534370000000000012e+00,6.457720000000000127e+00,6.381929999999999659e+00,6.306390000000000384e+00,6.231810000000000294e+00,6.158640000000000114e+00,6.086430000000000007e+00,6.015629999999999811e+00,5.945940000000000225e+00,5.877340000000000231e+00,5.809919999999999973e+00,5.743420000000000414e+00,5.677859999999999907e+00,5.613830000000000098e+00,5.550790000000000113e+00,5.489519999999999733e+00,5.428930000000000256e+00,5.370470000000000077e+00,5.312710000000000043e+00,5.257220000000000226e+00,5.203059999999999796e+00,5.150590000000000224e+00,5.099630000000000329e+00,5.049739999999999895e+00,5.001509999999999678e+00,4.955230000000000246e+00,4.910549999999999748e+00,4.868780000000000108e+00,4.827700000000000102e+00,4.788109999999999644e+00,4.750440000000000218e+00,4.713759999999999728e+00,4.678939999999999877e+00,4.645590000000000330e+00,4.613979999999999748e+00,4.583639999999999937e+00,4.555139999999999745e+00,4.527339999999999698e+00,4.501470000000000304e+00,4.476750000000000007e+00,4.453619999999999912e+00,4.433430000000000426e+00,4.415210000000000079e+00,4.399540000000000006e+00,4.385699999999999932e+00,4.366900000000000226e+00,4.349109999999999587e+00,4.333230000000000359e+00,4.319779999999999731e+00,4.308250000000000135e+00,4.299140000000000406e+00,4.294570000000000221e+00,4.290329999999999977e+00,4.283920000000000172e+00,4.291760000000000019e+00,4.300340000000000273e+00,4.310990000000000322e+00,4.321679999999999744e+00,4.334089999999999776e+00,4.347190000000000332e+00,4.361049999999999649e+00,4.344820000000000348e+00,4.329089999999999883e+00,4.309590000000000032e+00,4.291699999999999626e+00,4.279379999999999740e+00,4.267249999999999766e+00,4.255720000000000169e+00,4.245809999999999640e+00,4.238100000000000200e+00,4.232079999999999842e+00,4.221059999999999590e+00,4.211829999999999963e+00,4.210099999999999731e+00,4.209620000000000140e+00,4.203409999999999869e+00,4.216000000000000192e+00,4.225299999999999834e+00,4.236509999999999998e+00,4.247429999999999595e+00,4.258429999999999715e+00,4.274639999999999773e+00,4.292880000000000251e+00,4.311589999999999812e+00,4.332189999999999763e+00,4.354309999999999903e+00,4.378199999999999648e+00,4.403439999999999799e+00,4.430399999999999672e+00,4.458289999999999864e+00,4.486430000000000362e+00,4.510369999999999990e+00,4.535890000000000200e+00,4.562590000000000146e+00,4.590740000000000265e+00,4.621159999999999712e+00,4.653570000000000206e+00,4.686560000000000059e+00,4.721300000000000274e+00,4.759839999999999627e+00,4.800279999999999880e+00,4.842089999999999783e+00,4.885640000000000427e+00,4.930719999999999992e+00,4.977439999999999642e+00,5.024930000000000341e+00,5.073820000000000441e+00,5.126210000000000377e+00,5.179160000000000430e+00,5.233349999999999724e+00,5.288020000000000387e+00,5.345959999999999823e+00,5.404840000000000089e+00,5.464349999999999596e+00,5.525159999999999627e+00,5.587040000000000006e+00,5.650159999999999627e+00,5.714979999999999727e+00,5.779279999999999973e+00,5.847819999999999574e+00,5.917130000000000223e+00,5.986290000000000333e+00,6.055579999999999963e+00,6.126319999999999766e+00,6.198039999999999772e+00,6.272649999999999615e+00,6.344089999999999563e+00,6.419220000000000148e+00,6.494670000000000165e+00,6.572040000000000326e+00,6.650159999999999627e+00,6.727380000000000138e+00,6.805399999999999672e+00,6.883709999999999773e+00,6.962780000000000413e+00,7.042650000000000077e+00,7.123240000000000016e+00,7.204539999999999722e+00,7.286559999999999704e+00,7.369760000000000311e+00,7.453619999999999912e+00,7.537510000000000154e+00,7.621999999999999886e+00,7.707670000000000243e+00,7.793940000000000090e+00,7.880080000000000418e+00,7.966779999999999973e+00,8.054280000000000328e+00,8.142289999999999139e+00,8.230940000000000367e+00,8.320100000000000051e+00,8.409660000000000579e+00,8.499689999999999301e+00,8.590260000000000673e+00,8.681169999999999831e+00,8.771060000000000301e+00,8.861340000000000217e+00,8.954319999999999169e+00,9.047700000000000742e+00,9.178910000000000124e+00,9.603690000000000282e+00,1.096762000000000015e+01,1.297769000000000084e+01,1.522413000000000061e+01,1.783653999999999940e+01
