Diameter distribution(Å)
1.159462000000000081e+01,7.123780000000000001e+00,2.888990000000000169e+00,1.166979999999999906e+00,9.332899999999999530e-01,8.659400000000000430e-01,8.074099999999999611e-01,7.440299999999999692e-01,6.871199999999999530e-01,6.341900000000000315e-01,5.867900000000000338e-01,4.725400000000000156e-01,5.096300000000000274e-01,4.933400000000000007e-01,4.872199999999999864e-01,4.712399999999999922e-01,4.651000000000000134e-01,3.306100000000000150e-01,4.534099999999999797e-01,4.373900000000000010e-01,4.284899999999999820e-01,4.186199999999999921e-01,4.115599999999999814e-01,3.987700000000000133e-01,3.909099999999999797e-01,3.976999999999999980e-01,4.046199999999999797e-01,3.682400000000000118e-01,3.361899999999999888e-01,2.860199999999999965e-01,2.942000000000000171e-01,2.570500000000000007e-01,2.667100000000000026e-01,2.056000000000000050e-01,4.456999999999999851e-01,4.691400000000000015e-01,4.996999999999999775e-01,8.978099999999999969e-01,2.965390000000000192e+00,6.573039999999999772e+00,1.078386000000000067e+01,1.619377000000000066e+01,2.166695999999999955e+01
