Diameter distribution(Å)
2.170891999999999911e+01,1.644977000000000089e+01,1.137101000000000006e+01,8.009219999999999118e+00,5.372530000000000250e+00,4.468180000000000263e+00,4.387839999999999741e+00,4.293319999999999581e+00,4.198489999999999611e+00,4.106309999999999683e+00,4.012410000000000032e+00,3.920020000000000060e+00,3.828030000000000044e+00,3.735959999999999948e+00,3.644299999999999873e+00,3.553139999999999965e+00,3.462260000000000115e+00,3.371150000000000091e+00,3.280299999999999994e+00,3.190269999999999939e+00,3.100740000000000052e+00,3.014040000000000052e+00,2.927529999999999966e+00,2.840500000000000025e+00,2.753559999999999786e+00,2.668169999999999931e+00,2.583540000000000170e+00,2.499369999999999870e+00,2.416040000000000187e+00,2.334150000000000169e+00,2.252569999999999961e+00,2.171980000000000022e+00,2.092499999999999805e+00,2.014699999999999935e+00,1.937980000000000036e+00,1.862970000000000015e+00,1.788739999999999997e+00,1.715859999999999941e+00,1.644509999999999916e+00,1.575239999999999974e+00,1.507749999999999924e+00,1.441089999999999982e+00,1.375699999999999923e+00,1.315229999999999899e+00,1.255810000000000093e+00,1.199549999999999894e+00,1.145860000000000101e+00,1.094100000000000072e+00,1.045220000000000038e+00,9.993400000000000061e-01,9.566400000000000459e-01,9.171200000000000463e-01,8.795199999999999685e-01,8.409400000000000208e-01,8.047199999999999909e-01,7.767399999999999860e-01,7.534800000000000386e-01,7.237500000000000044e-01,6.980600000000000138e-01,6.997700000000000031e-01,7.055599999999999650e-01,7.071499999999999453e-01,7.127799999999999692e-01,7.177200000000000246e-01,7.269200000000000106e-01,7.288499999999999979e-01,7.348000000000000087e-01,7.296500000000000208e-01,7.304300000000000237e-01,6.277000000000000357e-01,7.295099999999999918e-01,6.279700000000000282e-01,7.568899999999999517e-01,7.567599999999999882e-01,7.625999999999999446e-01,7.499400000000000510e-01,7.428000000000000158e-01,7.378400000000000514e-01,7.371199999999999974e-01,7.421600000000000419e-01,7.521499999999999853e-01,7.654499999999999638e-01,7.780299999999999994e-01,7.911899999999999489e-01,8.055799999999999628e-01,8.267499999999999849e-01,8.501400000000000068e-01,8.172000000000000375e-01,9.554700000000000415e-01,9.917399999999999549e-01,1.030759999999999899e+00,1.073099999999999943e+00,1.117690000000000072e+00,1.167350000000000110e+00,1.218879999999999963e+00,1.271670000000000078e+00,1.326889999999999903e+00,1.386879999999999891e+00,1.449079999999999924e+00,1.511679999999999913e+00,1.576249999999999929e+00,1.643569999999999975e+00,1.711799999999999988e+00,1.782350000000000101e+00,1.853799999999999892e+00,1.928129999999999900e+00,2.003569999999999851e+00,2.078959999999999919e+00,2.155600000000000183e+00,2.234960000000000058e+00,2.313649999999999984e+00,2.394870000000000054e+00,2.476999999999999869e+00,2.560369999999999813e+00,2.643720000000000070e+00,2.727539999999999853e+00,2.812190000000000190e+00,2.898350000000000204e+00,2.985180000000000167e+00,3.072119999999999962e+00,3.159689999999999888e+00,3.248089999999999922e+00,3.337050000000000072e+00,3.425670000000000215e+00,3.514860000000000095e+00,3.606360000000000010e+00,3.697490000000000165e+00,3.785369999999999902e+00,3.871820000000000039e+00,3.971470000000000056e+00,4.062949999999999839e+00,4.063679999999999737e+00,4.635419999999999874e+00,5.997790000000000177e+00,8.290089999999999293e+00,1.339481999999999928e+01,1.893911999999999907e+01
