Diameter distribution(Å)
2.002205999999999975e+01,1.566716000000000086e+01,1.156634999999999991e+01,8.978550000000000253e+00,7.082200000000000273e+00,6.108200000000000074e+00,5.880189999999999806e+00,5.794769999999999754e+00,5.709590000000000387e+00,5.598010000000000375e+00,5.537099999999999689e+00,5.459909999999999819e+00,5.383409999999999584e+00,5.306379999999999875e+00,5.230030000000000179e+00,5.149309999999999832e+00,5.068670000000000009e+00,4.995599999999999596e+00,4.923259999999999970e+00,4.847979999999999734e+00,4.773559999999999803e+00,4.699869999999999770e+00,4.627130000000000187e+00,4.551940000000000097e+00,4.475880000000000081e+00,4.400039999999999729e+00,4.324569999999999581e+00,4.251400000000000290e+00,4.177030000000000243e+00,4.105339999999999989e+00,4.034449999999999648e+00,3.963229999999999809e+00,3.892910000000000093e+00,3.823580000000000201e+00,3.755209999999999937e+00,3.689109999999999889e+00,3.623639999999999972e+00,3.558190000000000186e+00,3.493840000000000057e+00,3.431659999999999933e+00,3.370089999999999808e+00,3.310340000000000060e+00,3.251819999999999933e+00,3.194350000000000023e+00,3.138240000000000141e+00,3.080950000000000077e+00,3.022920000000000051e+00,2.962769999999999904e+00,2.904079999999999995e+00,2.846350000000000158e+00,2.789899999999999824e+00,2.736320000000000086e+00,2.682980000000000143e+00,2.632359999999999811e+00,2.583289999999999864e+00,2.535950000000000149e+00,2.490289999999999893e+00,2.445559999999999956e+00,2.402590000000000003e+00,2.363539999999999974e+00,2.325460000000000083e+00,2.290960000000000107e+00,2.258739999999999970e+00,2.226780000000000204e+00,2.197150000000000158e+00,2.172419999999999796e+00,2.150160000000000071e+00,2.129989999999999828e+00,2.111749999999999794e+00,2.095909999999999940e+00,2.082469999999999821e+00,2.072000000000000064e+00,2.063419999999999810e+00,2.058450000000000113e+00,2.055410000000000181e+00,2.055509999999999948e+00,2.058289999999999953e+00,2.063200000000000145e+00,2.070600000000000218e+00,2.069819999999999993e+00,2.068719999999999892e+00,2.055670000000000108e+00,2.045230000000000103e+00,2.034069999999999823e+00,2.024830000000000130e+00,2.016709999999999781e+00,2.011660000000000004e+00,1.999849999999999905e+00,1.988539999999999974e+00,1.977719999999999922e+00,1.969410000000000105e+00,1.945519999999999916e+00,1.924160000000000093e+00,1.899769999999999959e+00,1.877799999999999914e+00,1.856139999999999901e+00,1.837220000000000075e+00,1.821350000000000025e+00,1.807739999999999903e+00,1.797960000000000003e+00,1.790939999999999976e+00,1.785369999999999902e+00,1.782569999999999988e+00,1.784859999999999891e+00,1.789779999999999927e+00,1.796480000000000077e+00,1.806059999999999999e+00,1.810570000000000013e+00,1.815280000000000005e+00,1.819819999999999993e+00,1.827150000000000052e+00,1.827420000000000044e+00,1.829700000000000104e+00,1.836850000000000094e+00,1.846209999999999907e+00,1.852200000000000069e+00,1.860239999999999894e+00,1.868859999999999966e+00,1.880500000000000060e+00,1.895210000000000061e+00,1.912649999999999961e+00,1.923519999999999897e+00,1.937119999999999953e+00,1.953789999999999916e+00,1.973870000000000013e+00,1.998809999999999976e+00,2.026139999999999830e+00,2.056649999999999867e+00,2.090279999999999916e+00,2.120330000000000048e+00,2.152010000000000201e+00,2.187310000000000088e+00,2.222900000000000098e+00,2.263079999999999981e+00,2.305750000000000188e+00,2.351220000000000088e+00,2.399109999999999854e+00,2.449419999999999931e+00,2.502429999999999932e+00,2.556220000000000159e+00,2.612620000000000164e+00,2.673080000000000123e+00,2.735759999999999970e+00,2.798259999999999970e+00,2.862989999999999924e+00,2.927280000000000104e+00,2.993739999999999846e+00,3.067779999999999951e+00,3.143390000000000128e+00,3.219019999999999992e+00,3.293829999999999814e+00,3.370649999999999924e+00,3.448980000000000157e+00,3.525840000000000085e+00,3.612649999999999917e+00,3.697610000000000063e+00,3.782599999999999962e+00,3.869260000000000144e+00,3.956770000000000120e+00,4.044319999999999915e+00,4.132489999999999775e+00,4.221289999999999765e+00,4.310469999999999580e+00,4.399799999999999933e+00,4.489440000000000097e+00,4.580049999999999955e+00,4.671230000000000437e+00,5.146720000000000184e+00,6.850380000000000358e+00,1.044628999999999941e+01,1.449521999999999977e+01
