Diameter distribution(Å)
1.783652999999999977e+01,1.308450999999999986e+01,8.299239999999999284e+00,4.692059999999999675e+00,3.117560000000000109e+00,2.943779999999999841e+00,2.896419999999999995e+00,2.815020000000000078e+00,2.733779999999999877e+00,2.651190000000000158e+00,2.568709999999999827e+00,2.487210000000000143e+00,2.406740000000000101e+00,2.327960000000000029e+00,2.249620000000000175e+00,2.170069999999999943e+00,2.091680000000000206e+00,2.012989999999999835e+00,1.934800000000000075e+00,1.864190000000000014e+00,1.792189999999999950e+00,1.722220000000000084e+00,1.654360000000000053e+00,1.587590000000000057e+00,1.512559999999999905e+00,1.429489999999999927e+00,1.347820000000000018e+00,1.263190000000000035e+00,1.183840000000000003e+00,1.103730000000000100e+00,1.024170000000000025e+00,9.457100000000000506e-01,8.626399999999999624e-01,7.985400000000000276e-01,7.334199999999999608e-01,6.682299999999999907e-01,6.061600000000000321e-01,5.503799999999999804e-01,4.976999999999999758e-01,5.589000000000000218e-02,3.345099999999999740e-01,2.916599999999999748e-01,2.533500000000000196e-01,2.203900000000000026e-01,1.921899999999999997e-01,1.603900000000000048e-01,1.328199999999999936e-01,1.266700000000000048e-01,1.221700000000000008e-01,1.170400000000000051e-01,1.172600000000000031e-01,1.039299999999999946e-01,9.590999999999999526e-02,9.578000000000000402e-02,9.970999999999999308e-02,1.111100000000000004e-01,1.261299999999999921e-01,1.502900000000000069e-01,1.794300000000000062e-01,2.062900000000000011e-01,2.349499999999999922e-01,2.539399999999999991e-01,2.777000000000000024e-01,3.074999999999999956e-01,3.419699999999999962e-01,3.799399999999999999e-01,4.214800000000000213e-01,4.683100000000000041e-01,5.187300000000000244e-01,5.392599999999999616e-01,5.652899999999999592e-01,5.880900000000000016e-01,6.178799999999999848e-01,6.517600000000000060e-01,6.916700000000000070e-01,7.266299999999999981e-01,7.672499999999999876e-01,8.125099999999999545e-01,8.642499999999999627e-01,9.196400000000000130e-01,9.808900000000000396e-01,9.883300000000000418e-01,1.003719999999999946e+00,9.569400000000000128e-01,9.156400000000000095e-01,8.715500000000000469e-01,8.258499999999999730e-01,7.580299999999999816e-01,6.948400000000000132e-01,6.053600000000000092e-01,5.701300000000000257e-01,4.963899999999999979e-01,5.130200000000000315e-01,4.189399999999999791e-01,4.389000000000000123e-01,3.934099999999999819e-01,3.520699999999999941e-01,1.848899999999999988e-01,2.397700000000000109e-01,1.778200000000000058e-01,1.206300000000000011e-01,1.169700000000000045e-01,1.222400000000000014e-01,1.090900000000000064e-01,1.055699999999999972e-01,1.052400000000000002e-01,1.146599999999999980e-01,1.299599999999999922e-01,1.526500000000000079e-01,1.834899999999999864e-01,2.198499999999999899e-01,2.634600000000000275e-01,3.139000000000000123e-01,3.664000000000000035e-01,4.272900000000000031e-01,4.839600000000000013e-01,5.425100000000000477e-01,5.889100000000000446e-01,6.380599999999999605e-01,6.746699999999999919e-01,7.239499999999999824e-01,7.690700000000000314e-01,8.173700000000000410e-01,8.664899999999999824e-01,9.190199999999999481e-01,9.683100000000000041e-01,1.021179999999999977e+00,1.078889999999999905e+00,1.139320000000000110e+00,1.202369999999999939e+00,1.267870000000000053e+00,1.337259999999999893e+00,1.408940000000000081e+00,1.482699999999999907e+00,1.558400000000000007e+00,1.498320000000000096e+00,1.743470000000000075e+00,1.814540000000000042e+00,1.910670000000000091e+00,1.983179999999999943e+00,2.073589999999999822e+00,2.151120000000000143e+00,2.229229999999999823e+00,2.283570000000000100e+00,2.350760000000000183e+00,2.419999999999999929e+00,2.495410000000000128e+00,2.497930000000000206e+00,2.506479999999999819e+00,2.520750000000000046e+00,2.540799999999999947e+00,2.567070000000000185e+00,2.599149999999999849e+00,2.635850000000000026e+00,2.678090000000000082e+00,2.710980000000000167e+00,2.748170000000000002e+00,2.726039999999999797e+00,2.706490000000000062e+00,2.691289999999999960e+00,2.678599999999999870e+00,2.667030000000000012e+00,2.658199999999999896e+00,2.653200000000000003e+00,2.650889999999999969e+00,2.641449999999999854e+00,2.631979999999999986e+00,2.599899999999999878e+00,2.570079999999999920e+00,2.415570000000000217e+00,3.424669999999999881e+00,5.293549999999999756e+00,8.061299999999999244e+00,1.224576000000000064e+01,1.682548999999999850e+01
