Diameter distribution(Å)
2.036261999999999972e+01,1.588226000000000049e+01,1.138610000000000078e+01,6.574980000000000047e+00,2.507989999999999942e+00,2.113899999999999946e-01,4.537900000000000267e-01,4.227699999999999791e-01,3.965299999999999936e-01,3.758900000000000019e-01,3.572299999999999920e-01,3.453300000000000258e-01,3.364199999999999968e-01,3.335899999999999976e-01,3.325899999999999967e-01,3.197699999999999987e-01,3.113199999999999856e-01,2.982899999999999996e-01,2.917100000000000248e-01,2.915099999999999913e-01,2.978399999999999936e-01,3.107800000000000007e-01,3.301999999999999935e-01,3.042599999999999749e-01,2.822299999999999809e-01,2.479500000000000037e-01,2.185799999999999965e-01,1.972200000000000064e-01,1.803800000000000125e-01,1.690699999999999981e-01,1.677500000000000102e-01,1.707200000000000106e-01,1.788700000000000012e-01,1.923100000000000087e-01,2.111200000000000021e-01,2.360599999999999921e-01,2.661999999999999922e-01,2.975999999999999757e-01,3.328300000000000147e-01,3.303699999999999970e-01,3.342600000000000016e-01,3.232700000000000018e-01,3.178300000000000014e-01,3.171399999999999775e-01,3.221899999999999764e-01,3.184000000000000163e-01,3.195200000000000262e-01,2.783999999999999808e-01,2.406699999999999950e-01,2.055099999999999982e-01,1.751199999999999979e-01,1.548200000000000132e-01,1.388099999999999890e-01,1.231300000000000033e-01,1.245099999999999957e-01,1.299700000000000022e-01,1.380899999999999905e-01,1.550199999999999911e-01,1.781000000000000083e-01,2.054199999999999915e-01,2.380299999999999916e-01,2.750799999999999912e-01,3.151800000000000157e-01,3.407600000000000073e-01,3.676400000000000223e-01,3.915500000000000091e-01,4.202000000000000179e-01,4.535000000000000142e-01,4.903699999999999726e-01,5.602899999999999547e-01,1.314689999999999914e+00,1.365990000000000038e+00,1.419720000000000093e+00,1.476679999999999993e+00,1.535539999999999905e+00,2.098599999999999799e+00,3.917260000000000186e+00,8.430120000000000502e+00,1.331016999999999939e+01
