Diameter distribution(Å)
1.926970000000000027e+01,1.476285999999999987e+01,1.040568999999999988e+01,6.222710000000000186e+00,3.464319999999999844e+00,2.923080000000000123e+00,2.572360000000000202e+00,2.310919999999999863e+00,2.275749999999999940e+00,2.192919999999999980e+00,2.112400000000000055e+00,1.940260000000000096e+00,1.982010000000000050e+00,1.923000000000000043e+00,1.865769999999999929e+00,1.808720000000000105e+00,1.753560000000000008e+00,1.702190000000000092e+00,1.653200000000000003e+00,1.601059999999999928e+00,1.551260000000000083e+00,1.515989999999999949e+00,1.483859999999999957e+00,1.388149999999999995e+00,1.410740000000000105e+00,1.388269999999999893e+00,1.369229999999999947e+00,1.352030000000000065e+00,1.337650000000000006e+00,1.308829999999999938e+00,1.281130000000000102e+00,1.258359999999999923e+00,1.240920000000000023e+00,1.190379999999999994e+00,1.169650000000000079e+00,1.140400000000000080e+00,1.114500000000000046e+00,1.097460000000000102e+00,1.081469999999999931e+00,1.073280000000000012e+00,1.068719999999999892e+00,1.069720000000000004e+00,1.074670000000000014e+00,1.078929999999999945e+00,1.088060000000000027e+00,1.115639999999999965e+00,1.146239999999999926e+00,1.129199999999999982e+00,1.258550000000000058e+00,1.324310000000000098e+00,1.394640000000000102e+00,1.457819999999999894e+00,1.525670000000000082e+00,1.593550000000000022e+00,1.653049999999999908e+00,1.698299999999999921e+00,1.746050000000000102e+00,1.792389999999999928e+00,1.864260000000000028e+00,2.220000000000000195e+00,3.309239999999999959e+00,6.465169999999999639e+00,1.078336999999999968e+01,1.526601999999999926e+01,1.987460000000000093e+01
